,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
11114,8,2,0,2,6,1,6,1,0,0,0,0,6,0,0
11115,6,2,1,5,9,1,10,1,0,0,0,0,6,0,0
11116,9,2,3,0,12,1,1,1,0,0,0,0,7,0,1
11117,4,2,1,5,9,1,2,2,0,1,0,0,5,0,0
11118,6,0,3,10,14,2,3,4,0,1,0,0,6,0,0
11119,1,4,1,5,9,0,11,4,4,0,0,0,6,0,0
11120,6,3,1,5,9,6,9,0,0,1,0,0,7,0,1
11121,4,1,0,0,12,1,7,1,0,0,0,0,9,0,0
11122,6,2,1,1,8,1,8,1,0,0,0,0,6,0,0
11123,10,1,2,0,12,1,10,1,0,0,0,0,6,9,0
11124,7,2,5,1,8,1,10,1,0,0,0,0,6,0,0
11125,2,2,2,5,9,6,0,4,0,1,0,0,6,0,0
11126,10,2,2,15,1,1,8,1,0,0,0,0,6,1,0
11127,0,2,0,2,6,0,5,3,0,1,0,0,2,0,0
11128,5,2,1,3,13,2,1,4,0,1,0,0,6,0,0
11129,3,0,11,5,9,1,8,1,0,0,0,0,6,0,0
11130,4,1,2,5,9,1,5,1,0,0,0,0,7,0,1
11131,3,2,2,12,5,0,7,0,0,0,0,0,6,0,0
11132,3,2,0,1,8,2,10,0,0,0,0,0,9,0,0
11133,3,4,2,6,11,1,9,1,0,0,0,0,6,0,0
11134,1,2,2,4,4,0,10,3,0,0,0,0,6,0,0
11135,9,2,2,5,9,1,8,1,0,0,0,0,6,0,0
11136,8,2,2,1,8,1,10,1,0,0,0,0,7,0,1
11137,3,2,1,1,8,0,4,0,0,0,0,0,9,0,0
11138,3,0,0,1,8,0,4,5,0,0,0,0,6,0,0
11139,0,2,1,1,8,0,4,5,0,1,0,0,5,0,0
11140,2,2,2,1,8,0,10,0,0,0,0,0,6,0,0
11141,9,0,0,3,13,1,3,1,2,0,0,0,6,26,1
11142,0,2,1,14,7,0,11,3,0,1,0,0,7,0,0
11143,9,1,1,1,8,1,5,1,0,0,0,0,9,0,0
11144,5,5,11,0,12,1,5,1,0,0,0,0,9,0,1
11145,2,2,1,5,9,1,0,1,2,0,0,0,7,0,1
11146,2,2,1,1,8,0,5,0,0,1,0,0,6,0,0
11147,5,2,1,0,12,1,1,1,0,0,0,0,7,10,1
11148,0,2,4,1,8,0,2,0,0,0,0,0,4,0,0
11149,4,2,1,1,8,0,5,0,0,0,0,0,7,0,0
11150,0,2,1,2,6,0,1,3,0,0,0,0,3,0,0
11151,0,2,3,1,8,0,0,3,0,0,0,0,6,0,0
11152,8,2,1,1,8,1,11,1,0,0,0,0,6,0,0
11153,9,2,2,3,13,1,6,1,0,0,0,0,1,0,0
11154,0,2,1,2,6,0,4,4,1,1,0,0,6,0,0
11155,2,2,3,6,11,0,5,3,0,1,0,0,5,0,0
11156,0,2,1,1,8,0,5,3,1,1,0,0,3,0,0
11157,6,3,0,5,9,1,0,1,1,0,0,0,3,0,0
11158,1,2,2,1,8,2,4,3,0,1,0,0,6,28,0
11159,4,2,2,6,11,1,0,2,0,1,0,0,3,0,1
11160,2,2,4,1,8,1,2,1,1,0,0,0,6,0,0
11161,5,2,1,9,10,1,10,1,0,0,0,0,6,0,1
11162,6,2,0,0,12,6,4,3,2,1,0,0,6,11,0
11163,5,2,2,3,13,0,3,0,0,1,0,0,7,0,1
11164,4,1,0,9,10,0,7,3,0,0,0,0,13,0,0
11165,4,2,3,10,14,1,3,1,0,0,0,0,6,0,1
11166,5,4,2,3,13,2,3,4,0,1,0,0,7,0,0
11167,1,2,1,5,9,0,0,3,0,1,0,0,6,0,0
11168,9,4,1,0,12,1,0,2,0,1,0,4,6,0,0
11169,1,2,1,1,8,0,0,3,0,1,0,0,6,0,0
11170,4,5,1,3,13,1,1,1,0,0,0,0,9,0,1
11171,11,2,2,3,13,1,1,1,0,0,0,8,6,0,1
11172,5,2,1,5,9,1,10,1,0,0,0,6,10,0,1
11173,3,2,3,6,11,1,5,1,2,0,0,0,9,0,0
11174,0,2,0,5,9,0,5,3,0,1,0,0,5,0,0
11175,3,2,1,1,8,1,4,1,0,0,0,0,6,29,1
11176,4,2,3,1,8,1,10,1,0,0,0,0,5,0,0
11177,1,2,1,1,8,4,8,0,0,0,0,0,6,0,0
11178,11,1,5,5,9,1,5,1,0,0,1,0,7,0,1
11179,3,4,2,1,8,1,11,1,0,0,0,0,6,0,0
11180,6,2,1,1,8,3,8,0,0,0,0,8,7,0,0
11181,8,2,2,3,13,1,3,1,0,0,0,0,6,0,1
11182,6,2,3,5,9,1,5,1,0,0,0,0,6,0,1
11183,2,2,2,0,12,2,3,0,0,0,0,0,8,0,0
11184,2,2,1,4,4,2,3,0,1,1,0,0,6,0,0
11185,3,2,3,1,8,4,6,0,0,0,0,0,6,0,0
11186,4,2,2,1,8,2,4,0,1,1,0,0,3,0,0
11187,5,4,2,3,13,1,3,1,0,0,0,0,6,0,1
11188,6,0,2,8,15,1,3,1,0,0,0,0,6,0,1
11189,1,2,3,5,9,3,0,3,1,1,0,0,7,0,0
11190,1,2,2,5,9,0,4,0,0,1,0,0,3,0,0
11191,8,2,1,12,5,1,10,1,0,0,0,0,6,0,0
11192,6,2,1,5,9,1,5,1,1,0,0,0,9,0,1
11193,5,1,0,9,10,1,1,1,0,0,0,0,6,0,1
11194,5,4,1,1,8,2,10,4,1,0,0,0,6,0,0
11195,6,1,0,1,8,1,6,1,0,0,0,0,7,0,0
11196,9,4,1,1,8,3,4,0,0,1,0,0,3,0,0
11197,5,2,1,0,12,0,9,0,0,0,0,0,6,0,0
11198,7,3,0,0,12,2,3,4,1,1,0,0,6,0,0
11199,7,0,0,0,12,1,1,1,0,0,0,0,7,0,1
11200,7,3,1,1,8,1,0,1,0,0,0,0,7,0,0
11201,9,2,1,5,9,6,13,4,0,1,0,0,6,0,0
11202,3,2,2,5,9,0,0,4,1,1,0,0,5,0,0
11203,3,2,1,1,8,1,10,1,0,0,0,0,8,0,0
11204,4,2,2,15,1,6,4,5,0,1,0,0,3,4,0
11205,0,2,3,5,9,0,10,0,0,0,0,0,8,0,0
11206,7,2,0,1,8,1,0,2,0,1,0,0,3,0,0
11207,10,2,2,1,8,6,10,0,0,0,0,0,6,0,0
11208,5,2,4,1,8,0,1,4,1,1,0,0,3,0,0
11209,3,1,4,0,12,2,3,0,0,1,0,4,7,0,0
11210,2,2,1,9,10,2,9,4,0,1,0,0,6,0,0
11211,1,1,1,0,12,0,5,0,0,1,0,0,6,0,0
11212,1,2,2,1,8,0,8,3,0,0,0,0,6,0,0
11213,8,1,1,0,12,1,1,2,0,1,0,7,5,0,1
11214,1,2,1,1,8,0,1,0,0,0,0,0,6,29,0
11215,2,2,0,0,12,2,4,0,0,0,0,0,6,0,0
11216,2,2,1,5,9,0,1,0,0,1,0,0,10,0,0
11217,6,2,1,0,12,0,1,0,0,0,0,0,7,0,0
11218,7,4,3,3,13,1,1,1,0,0,0,0,7,0,1
11219,1,2,2,1,8,0,0,3,0,1,0,0,6,0,0
11220,6,0,3,5,9,2,11,4,3,1,0,0,6,0,0
11221,4,2,4,1,8,2,2,4,0,0,0,0,6,0,0
11222,6,2,3,15,1,1,4,2,0,1,0,0,6,0,0
11223,2,2,1,10,14,1,3,2,0,1,0,0,7,0,1
11224,8,2,5,1,8,2,0,4,0,1,0,0,6,0,0
11225,5,2,0,1,8,1,2,1,0,0,0,0,6,0,0
11226,6,2,0,6,11,1,10,1,0,0,0,0,6,0,1
11227,5,2,2,0,12,3,0,0,0,1,0,0,6,1,0
11228,2,5,1,5,9,1,1,1,0,0,0,0,11,0,0
11229,3,1,1,1,8,1,10,1,0,0,0,0,9,0,0
11230,3,2,2,6,11,2,0,4,0,1,0,0,6,0,0
11231,7,2,2,14,7,1,4,1,0,0,0,0,6,0,0
11232,6,2,2,9,10,1,3,1,0,0,0,6,6,0,1
11233,6,2,1,1,8,0,8,0,0,0,0,0,6,0,0
11234,10,2,2,12,5,1,6,1,0,0,0,0,6,0,0
11235,0,4,0,4,4,0,4,3,1,0,0,0,1,0,0
11236,1,2,1,0,12,0,4,0,0,0,0,0,6,0,0
11237,3,2,3,14,7,1,3,1,0,0,0,0,8,0,0
11238,0,2,2,1,8,2,8,0,0,1,0,0,6,0,0
11239,9,2,1,9,10,1,9,1,0,0,1,0,6,0,1
11240,4,2,2,9,10,2,1,4,1,1,0,0,6,0,0
11241,1,2,1,0,12,0,3,0,0,1,0,0,6,0,0
11242,3,2,3,11,2,1,10,1,0,0,0,0,6,4,0
11243,2,0,1,3,13,1,9,1,0,0,0,0,7,9,0
11244,0,4,2,1,8,0,11,3,0,1,0,0,5,0,0
11245,1,2,2,0,12,0,5,0,0,0,0,0,7,0,0
11246,5,0,1,1,8,1,3,2,0,1,0,0,6,0,1
11247,2,2,2,6,11,0,5,0,0,0,0,0,6,0,0
11248,4,4,4,1,8,1,6,1,0,0,0,0,6,0,1
11249,6,2,1,11,2,0,8,0,0,0,0,0,6,0,0
11250,7,2,2,5,9,1,3,1,0,0,0,0,3,0,0
11251,3,2,2,1,8,2,5,0,0,1,0,0,5,0,0
11252,8,2,1,1,8,1,8,1,0,0,0,0,7,0,0
11253,4,2,1,0,12,0,6,0,0,0,0,0,7,0,0
11254,6,2,1,1,8,1,6,1,0,0,0,0,8,0,1
11255,0,2,0,5,9,0,2,3,0,0,0,0,3,0,0
11256,0,2,1,1,8,0,4,0,0,0,0,0,3,0,0
11257,4,2,1,1,8,1,10,1,0,0,0,0,6,5,0
11258,3,2,1,1,8,2,4,4,0,1,0,0,6,0,0
11259,5,5,1,10,14,1,3,1,0,0,0,0,8,0,1
11260,4,2,2,9,10,2,9,4,0,1,0,0,8,0,0
11261,8,2,1,4,4,6,8,4,0,1,0,0,6,0,0
11262,6,1,1,8,15,1,3,1,0,0,0,0,5,0,1
11263,5,2,1,1,8,1,10,1,0,0,0,6,7,0,1
11264,9,5,0,0,12,1,7,1,0,0,0,8,9,0,1
11265,3,1,1,5,9,1,5,1,0,0,0,0,7,0,0
11266,3,2,0,7,3,1,5,1,0,0,0,0,6,0,0
11267,1,2,1,5,9,0,0,0,0,0,0,0,6,0,0
11268,1,2,2,5,9,0,0,0,0,1,0,0,6,0,0
11269,8,2,1,1,8,1,0,2,0,1,0,0,6,0,0
11270,0,2,4,2,6,0,0,3,0,1,0,0,5,0,0
11271,2,2,1,0,12,2,1,4,0,0,0,0,6,0,0
11272,3,2,1,0,12,1,1,2,0,1,0,7,6,0,1
11273,5,2,1,0,12,1,1,1,0,0,0,0,6,0,0
11274,0,2,3,2,6,1,10,1,0,0,0,0,6,4,0
11275,8,2,1,11,2,1,5,1,0,0,0,0,8,0,0
11276,5,2,5,5,9,2,7,0,0,1,0,0,6,0,0
11277,7,1,2,3,13,2,1,0,0,0,0,0,7,0,1
11278,2,2,2,5,9,1,0,1,0,0,0,0,6,0,0
11279,4,2,2,1,8,0,1,0,0,1,0,0,6,0,0
11280,1,2,2,0,12,0,5,0,0,0,0,5,7,0,0
11281,4,2,3,5,9,1,1,1,1,0,0,0,1,0,0
11282,3,5,1,3,13,1,0,1,0,0,0,0,7,0,0
11283,3,2,3,0,12,1,6,1,0,0,0,0,6,0,0
11284,4,5,0,0,12,2,1,0,0,0,0,0,6,0,0
11285,6,2,3,5,9,1,1,1,0,0,0,0,7,0,0
11286,2,2,0,5,9,1,1,1,0,0,0,0,7,0,1
11287,0,5,1,5,9,0,10,3,0,0,0,0,6,0,0
11288,2,2,4,1,8,1,2,1,0,0,0,0,4,0,0
11289,5,2,2,1,8,1,10,1,0,0,0,0,6,0,0
11290,6,2,2,5,9,0,8,0,0,1,0,0,6,0,0
11291,1,2,3,1,8,0,1,0,0,0,0,0,6,0,0
11292,1,2,1,1,8,0,2,5,0,0,0,0,6,0,0
11293,9,2,1,1,8,1,8,1,0,0,0,0,6,0,1
11294,3,0,1,0,12,2,3,0,0,1,0,4,6,0,0
11295,1,2,1,1,8,4,0,0,0,1,0,0,11,0,0
11296,2,4,3,1,8,0,2,5,1,0,0,0,6,0,0
11297,1,0,0,0,12,0,3,0,0,0,0,0,6,0,0
11298,0,0,1,1,8,0,0,3,0,1,0,0,6,0,0
11299,2,0,2,1,8,1,4,2,0,1,0,0,11,0,0
11300,4,2,1,5,9,1,1,2,0,1,0,0,6,0,1
11301,6,2,1,5,9,2,5,4,0,0,0,0,9,0,0
11302,1,2,0,0,12,1,1,1,0,0,0,0,8,7,1
11303,4,2,2,1,8,1,8,1,1,0,0,0,6,0,1
11304,0,2,0,5,9,0,4,3,0,1,0,0,3,0,0
11305,6,2,1,1,8,1,10,1,0,0,0,0,6,25,0
11306,0,2,2,5,9,0,4,3,0,0,0,0,3,0,0
11307,12,1,2,8,15,1,3,1,0,0,0,0,0,0,0
11308,3,2,1,1,8,4,4,0,0,1,0,0,6,0,0
11309,5,2,0,1,8,2,8,0,0,0,0,0,6,0,0
11310,10,2,1,1,8,4,11,0,0,0,0,0,3,0,0
11311,2,1,2,1,8,0,5,4,0,0,0,0,10,0,0
11312,1,2,2,2,6,1,1,1,0,0,0,0,8,0,0
11313,10,2,0,1,8,6,7,0,0,0,0,0,0,0,0
11314,0,2,0,1,8,0,13,5,0,1,0,0,1,0,0
11315,3,1,2,1,8,1,10,1,0,0,0,0,7,0,0
11316,9,2,2,1,8,2,11,0,0,0,0,0,6,0,0
11317,2,2,1,1,8,1,8,1,0,0,0,0,9,38,1
11318,4,4,4,0,12,1,1,1,1,0,0,0,7,0,1
11319,3,2,2,1,8,1,4,1,0,0,0,6,7,0,0
11320,2,2,1,6,11,0,5,0,0,0,0,0,8,0,0
11321,6,2,1,9,10,0,3,0,0,1,0,5,6,0,1
11322,0,2,2,5,9,0,5,3,0,1,0,0,4,0,0
11323,6,5,1,0,12,1,1,1,0,0,0,0,6,0,1
11324,0,2,1,5,9,0,9,5,2,0,0,0,6,36,0
11325,5,2,2,1,8,1,0,2,0,1,0,0,7,0,1
11326,4,2,1,0,12,1,1,1,0,0,0,0,9,0,1
11327,6,5,1,0,12,1,1,1,0,0,0,0,7,0,1
11328,4,2,1,12,5,1,10,1,0,0,0,0,6,0,0
11329,0,2,0,12,5,0,5,3,1,1,0,0,3,0,0
11330,4,1,1,3,13,1,1,1,0,0,0,0,9,0,1
11331,1,4,3,5,9,0,11,5,1,0,0,0,6,33,0
11332,6,2,0,0,12,1,0,1,0,0,0,0,6,0,1
11333,2,2,1,0,12,0,5,3,0,1,0,0,7,0,0
11334,10,2,1,1,8,6,1,4,0,0,0,0,7,0,1
11335,5,1,1,1,8,1,5,1,0,0,0,0,6,0,0
11336,0,2,2,2,6,0,5,3,0,1,0,0,1,0,0
11337,1,2,1,1,8,0,2,3,0,0,0,0,15,0,0
11338,8,2,1,1,8,1,10,1,0,0,0,0,6,0,1
11339,4,0,1,0,12,0,3,0,0,0,0,0,6,0,0
11340,2,2,1,5,9,0,0,5,1,1,0,0,6,0,0
11341,5,2,1,1,8,2,6,4,0,0,0,0,7,0,0
11342,6,2,1,1,8,2,5,4,0,1,0,0,5,0,0
11343,7,2,1,0,12,1,3,1,0,0,0,0,6,0,1
11344,5,2,1,10,14,1,0,1,2,0,0,0,6,11,0
11345,0,2,0,5,9,0,4,0,0,1,0,0,3,0,0
11346,3,2,1,0,12,0,3,3,0,1,0,0,6,0,0
11347,6,4,3,3,13,1,3,1,0,0,0,7,6,0,1
11348,0,2,1,5,9,0,8,0,0,0,0,0,7,0,0
11349,6,2,2,0,12,1,5,1,0,0,0,0,7,0,0
11350,4,5,2,1,8,1,10,1,0,0,0,0,7,0,1
11351,1,2,1,0,12,0,1,0,0,0,0,0,6,0,0
11352,8,4,3,0,12,1,3,1,0,0,2,0,6,0,1
11353,5,2,1,9,10,2,1,4,0,1,0,0,6,0,0
11354,3,2,0,1,8,2,4,0,0,1,0,0,5,0,0
11355,4,2,2,1,8,0,1,0,0,0,0,0,6,0,0
11356,7,2,0,12,5,1,4,1,0,0,0,0,6,4,0
11357,2,2,3,4,4,1,10,1,0,0,0,0,6,0,0
11358,5,2,3,5,9,1,6,1,0,0,0,0,6,0,1
11359,6,1,0,9,10,1,7,1,0,0,0,0,7,0,1
11360,2,3,0,5,9,0,2,3,0,0,0,0,7,0,0
11361,8,4,2,1,8,1,4,1,0,0,0,0,6,0,0
11362,7,3,3,5,9,1,1,1,0,0,0,0,6,0,1
11363,1,2,2,7,3,1,2,1,0,0,0,0,6,4,0
11364,4,2,0,5,9,1,3,1,0,0,0,0,7,0,0
11365,4,2,0,6,11,0,5,0,0,1,0,0,6,0,0
11366,13,2,1,5,9,1,0,1,0,0,0,0,3,0,0
11367,1,2,3,0,12,0,9,0,0,1,0,0,3,0,0
11368,3,2,1,1,8,2,10,0,0,0,0,0,6,0,0
11369,6,0,1,3,13,2,1,4,0,0,1,0,7,0,1
11370,8,1,1,1,8,1,10,1,0,0,0,0,9,0,0
11371,1,1,2,6,11,1,7,1,0,0,0,0,12,0,0
11372,12,2,1,0,12,2,7,5,0,1,0,0,1,0,0
11373,1,2,2,0,12,0,3,0,3,1,2,0,6,0,1
11374,0,2,1,1,8,0,0,3,0,1,0,0,7,0,0
11375,8,1,0,7,3,1,6,1,0,0,0,0,6,0,1
11376,7,2,0,1,8,0,0,0,0,0,0,7,6,0,0
11377,3,2,6,1,8,1,8,1,0,0,0,0,6,0,0
11378,11,1,0,1,8,1,7,1,0,0,0,0,7,0,1
11379,0,2,0,5,9,0,0,0,0,1,0,0,3,0,0
11380,1,2,1,4,4,0,8,0,0,0,0,6,6,0,0
11381,7,2,2,6,11,1,9,1,1,0,0,0,6,0,0
11382,2,2,2,7,3,1,7,1,0,0,0,7,6,0,0
11383,5,2,1,5,9,1,1,1,0,0,0,0,6,0,1
11384,4,2,2,1,8,1,10,1,0,0,0,0,7,0,1
11385,3,2,1,1,8,1,7,1,0,0,0,0,6,0,0
11386,5,2,4,0,12,1,0,2,1,1,0,0,6,0,0
11387,4,2,1,1,8,1,10,1,0,0,0,0,7,0,1
11388,3,2,0,1,8,0,4,0,0,1,0,0,8,0,0
11389,1,2,1,1,8,0,8,3,1,0,0,0,6,0,0
11390,6,3,1,5,9,1,9,1,0,0,0,0,6,0,1
11391,7,2,1,9,10,2,3,4,0,1,0,0,6,0,0
11392,0,2,2,14,7,0,4,3,0,0,0,0,2,0,0
11393,0,3,0,5,9,0,0,5,0,1,0,0,6,0,0
11394,0,2,0,5,9,0,4,3,0,0,0,0,3,0,0
11395,1,3,0,0,12,0,9,0,0,0,0,0,7,0,0
11396,3,2,2,0,12,0,1,3,0,0,0,0,6,0,0
11397,1,4,2,9,10,2,9,0,0,0,0,0,8,0,0
11398,1,4,2,1,8,1,11,1,1,0,0,0,7,0,1
11399,6,4,3,5,9,1,10,1,1,0,0,0,6,0,1
11400,6,0,1,5,9,2,9,0,4,1,0,0,7,0,0
11401,5,1,0,1,8,1,10,1,0,0,0,0,5,0,0
11402,1,2,0,0,12,0,1,0,0,0,0,0,6,0,0
11403,5,2,1,1,8,3,0,0,0,0,0,0,8,0,0
11404,5,2,2,1,8,1,8,1,0,0,0,0,7,4,0
11405,5,2,3,9,10,4,5,0,1,0,0,0,7,0,0
11406,1,2,2,5,9,0,6,3,0,0,0,6,4,0,0
11407,4,2,1,1,8,1,4,1,0,0,0,0,6,0,0
11408,2,2,2,13,0,1,7,5,0,0,6,0,3,4,0
11409,3,2,1,1,8,0,5,3,0,1,0,0,6,0,0
11410,4,1,0,1,8,2,7,0,0,0,0,0,7,0,0
11411,5,0,3,8,15,1,3,1,0,0,0,0,7,0,1
11412,2,2,1,1,8,0,0,3,0,1,0,0,6,0,0
11413,4,4,1,1,8,1,10,1,0,0,0,0,6,0,0
11414,5,0,2,3,13,1,11,1,0,0,0,0,6,0,1
11415,2,2,0,1,8,0,9,0,0,0,0,0,6,0,0
11416,7,5,1,5,9,2,1,0,0,0,0,8,7,0,0
11417,4,1,0,1,8,1,6,1,0,0,0,0,12,0,0
11418,5,3,0,3,13,1,1,1,0,0,0,6,6,0,1
11419,0,2,2,2,6,0,0,3,0,1,0,0,1,0,0
11420,2,2,1,5,9,0,5,0,0,0,0,0,7,0,0
11421,8,4,1,1,8,2,0,4,0,1,0,0,6,0,0
11422,9,1,3,0,12,1,1,1,0,0,0,0,6,0,1
11423,3,2,2,0,12,1,1,1,0,0,0,0,7,0,0
11424,6,2,1,1,8,1,0,1,0,0,0,5,6,0,1
11425,5,2,1,1,8,4,8,4,0,0,0,0,6,0,0
11426,4,2,2,0,12,1,1,1,0,0,0,0,7,0,1
11427,1,0,2,0,12,1,0,1,0,0,0,0,0,0,0
11428,13,2,1,5,9,1,3,5,0,0,0,0,3,0,0
11429,1,2,2,0,12,0,9,0,0,0,0,0,7,18,0
11430,5,5,1,6,11,0,1,0,0,0,4,0,7,0,1
11431,2,1,2,0,12,0,10,3,0,0,0,0,5,0,0
11432,5,2,2,1,8,2,10,4,0,0,0,0,6,28,0
11433,0,0,0,14,7,0,6,3,1,0,0,0,3,0,0
11434,5,4,0,0,12,1,3,1,0,0,0,0,6,0,0
11435,7,2,2,1,8,6,0,4,1,1,0,0,5,0,0
11436,9,4,0,1,8,2,10,0,0,0,0,0,6,0,0
11437,4,2,2,1,8,1,10,1,0,0,0,0,6,0,0
11438,6,1,3,10,14,1,3,1,0,0,0,0,7,0,1
11439,12,2,1,1,8,6,4,4,0,1,0,0,5,0,0
11440,9,1,1,14,7,1,10,1,0,0,0,0,6,0,1
11441,2,1,4,5,9,1,5,1,0,0,0,0,6,0,1
11442,4,0,2,1,8,0,4,0,1,0,0,0,6,0,0
11443,1,4,2,5,9,1,11,1,0,0,0,0,11,0,1
11444,0,2,3,12,5,0,4,3,0,1,0,0,1,0,0
11445,4,2,0,5,9,1,5,1,0,0,0,0,8,0,1
11446,2,2,0,1,8,0,4,0,0,1,0,0,6,0,0
11447,1,0,3,5,9,0,0,3,0,1,0,0,6,0,0
11448,8,3,2,1,8,2,0,4,0,1,0,0,6,0,0
11449,5,0,1,1,8,0,11,0,0,0,0,0,6,0,1
11450,7,0,1,1,8,1,11,1,0,0,0,0,6,0,1
11451,7,1,1,0,12,1,10,1,0,0,0,0,7,0,0
11452,6,2,2,0,12,1,6,1,0,0,0,0,7,0,1
11453,6,2,1,1,8,2,0,4,0,1,0,0,6,0,0
11454,5,4,2,5,9,2,9,0,0,1,0,0,6,0,0
11455,5,2,1,5,9,4,1,0,0,0,0,0,9,8,0
11456,7,2,2,9,10,4,4,4,0,1,0,0,5,0,0
11457,0,2,1,1,8,0,6,3,0,0,0,0,6,0,0
11458,6,2,2,1,8,0,8,4,3,0,0,0,8,5,0
11459,8,3,2,3,13,1,9,1,2,0,1,0,6,26,1
11460,7,2,1,0,12,1,3,1,0,0,0,0,11,0,1
11461,1,2,0,0,12,0,5,0,0,1,0,0,4,0,0
11462,5,2,6,0,12,1,3,1,0,0,0,0,7,0,1
11463,3,1,0,2,6,1,3,1,3,0,0,0,0,0,0
11464,9,2,2,1,8,1,6,1,0,0,0,0,7,0,1
11465,1,2,2,4,4,0,2,5,0,0,0,0,6,4,0
11466,6,2,1,1,8,4,8,4,1,1,0,0,6,0,0
11467,1,2,2,4,4,0,10,0,0,0,0,0,6,4,0
11468,4,0,3,3,13,1,3,1,1,0,0,0,8,0,0
11469,1,2,1,12,5,0,7,4,3,0,0,0,6,0,0
11470,1,2,3,4,4,1,2,1,0,0,0,0,6,0,0
11471,3,2,1,12,5,1,6,1,0,0,0,0,9,0,0
11472,8,2,2,1,8,4,8,0,0,0,0,0,6,1,0
11473,9,1,1,1,8,1,5,1,0,0,0,0,11,0,1
11474,0,2,1,1,8,0,8,3,1,1,0,0,3,0,0
11475,2,2,2,1,8,0,4,4,0,1,0,0,6,4,0
11476,2,2,1,1,8,0,4,0,0,0,0,7,6,0,0
11477,2,2,2,1,8,0,0,0,0,0,0,0,6,0,0
11478,9,1,0,1,8,1,5,2,0,1,0,0,6,0,0
11479,7,2,2,1,8,3,1,4,0,1,0,0,1,0,0
11480,0,2,1,2,6,0,2,3,0,0,0,0,1,0,0
11481,1,0,2,0,12,0,3,0,0,0,0,0,3,0,0
11482,0,2,3,5,9,0,4,3,0,1,0,0,3,0,0
11483,10,1,0,0,12,1,5,1,0,0,0,0,3,0,0
11484,6,2,1,1,8,1,0,1,0,0,0,0,7,0,1
11485,10,2,2,0,12,1,11,1,0,0,0,6,7,0,1
11486,8,2,1,1,8,2,10,0,0,0,0,0,6,0,0
11487,2,2,3,3,13,1,1,1,0,0,0,0,7,0,1
11488,4,2,0,1,8,0,6,5,0,0,0,0,7,0,0
11489,2,1,1,12,5,1,10,1,0,0,0,0,5,0,1
11490,0,2,2,1,8,0,4,3,0,0,0,0,5,0,0
11491,5,5,2,0,12,1,5,1,0,0,0,0,7,0,0
11492,3,2,1,1,8,1,8,1,0,0,0,0,7,0,0
11493,5,2,2,1,8,0,10,0,0,0,0,0,4,0,0
11494,7,2,1,1,8,1,5,1,0,0,15,0,10,0,1
11495,2,2,4,3,13,0,3,0,0,0,1,0,6,0,1
11496,10,0,1,8,15,1,3,1,0,0,0,0,7,0,1
11497,7,2,1,1,8,3,7,5,0,0,0,0,3,4,0
11498,4,2,2,0,12,1,3,1,0,0,0,0,15,0,1
11499,3,2,1,1,8,1,10,1,0,0,0,0,6,0,0
11500,5,2,3,1,8,1,5,1,0,0,0,0,6,0,0
11501,6,2,1,1,8,1,2,1,0,0,0,0,6,0,1
11502,8,1,4,5,9,1,1,1,0,0,0,0,9,0,0
11503,0,2,4,5,9,0,5,3,1,0,0,0,2,0,0
11504,11,2,3,5,9,1,5,1,0,0,0,0,3,0,0
11505,5,0,4,10,14,2,3,4,0,1,0,0,6,0,0
11506,1,2,3,5,9,0,0,3,0,0,0,0,4,0,0
11507,9,2,1,5,9,2,10,0,0,0,0,0,6,0,0
11508,5,2,2,5,9,1,5,5,0,0,0,0,6,0,0
11509,3,2,1,5,9,1,6,1,3,0,0,6,6,0,1
11510,2,2,2,5,9,1,9,2,0,1,0,0,3,0,0
11511,4,2,1,0,12,1,10,1,0,0,0,0,6,0,0
11512,8,3,1,0,12,1,1,2,0,1,0,0,7,0,0
11513,2,2,2,5,9,1,10,1,0,0,0,0,6,0,1
11514,2,2,2,5,9,0,3,0,0,0,0,0,6,0,0
11515,5,2,2,1,8,2,10,4,0,0,0,0,7,0,0
11516,4,2,1,5,9,1,3,1,0,0,0,0,6,0,1
11517,8,1,0,5,9,1,7,1,0,0,0,0,9,0,0
11518,5,5,1,0,12,1,1,1,0,0,0,6,8,0,1
11519,5,2,2,5,9,2,9,3,0,1,0,5,11,0,0
11520,1,2,1,1,8,2,5,4,0,1,0,0,6,0,0
11521,2,1,4,1,8,1,5,1,0,0,0,0,10,0,1
11522,7,2,1,0,12,1,4,1,0,0,0,0,5,0,0
11523,5,2,0,3,13,1,3,1,0,0,2,0,7,0,1
11524,3,2,1,2,6,4,4,0,0,0,0,0,6,5,0
11525,6,2,2,0,12,1,1,1,0,0,0,7,11,0,1
11526,1,2,0,5,9,2,4,0,1,0,0,0,6,0,0
11527,7,2,2,1,8,2,1,4,0,0,0,0,9,0,0
11528,0,2,3,5,9,0,4,0,0,1,0,0,4,0,0
11529,7,2,2,7,3,0,7,0,0,0,0,0,6,0,0
11530,2,2,2,1,8,1,2,1,0,0,0,0,6,0,0
11531,5,2,1,1,8,2,9,4,1,1,0,0,5,0,0
11532,6,2,0,5,9,2,8,0,0,1,0,0,6,0,0
11533,10,1,1,0,12,6,5,0,0,0,0,0,4,0,0
11534,4,2,4,4,4,1,10,1,0,0,0,0,6,0,1
11535,10,2,2,1,8,2,0,0,0,1,0,0,6,0,0
11536,2,2,0,5,9,0,10,0,0,0,0,0,7,0,0
